"","sample_1","sample_2","sample_3","sample_4","sample_5"
"ENSG00000199444",0,0,0,1,0
"ENSG00000199461",0,0,1,0,0
"ENSG00000199466",1,1,0,0,2
"ENSG00000199470",0,0,0,0,0
"ENSG00000199471",1,1,1,0,1
"ENSG00000199472",1,1,0,0,0
"ENSG00000199476",2,1,0,0,5
"ENSG00000199477",1,0,0,9,0
"ENSG00000199483",0,0,0,0,0
"ENSG00000199490",0,2,0,0,0
"ENSG00000199497",0,0,0,0,0
"ENSG00000199509",0,0,0,0,0
"ENSG00000199514",0,0,0,0,0
"ENSG00000199525",0,0,0,0,0
"ENSG00000199530",0,0,0,0,0
"ENSG00000199535",0,0,0,0,0
"ENSG00000199536",0,1,2,0,0
"ENSG00000199545",0,1,0,0,0
"ENSG00000199550",0,0,0,0,0
"ENSG00000199551",0,0,0,0,0
"ENSG00000199552",0,0,0,0,0
"ENSG00000199562",0,0,0,0,0
"ENSG00000199564",0,0,0,0,0
"ENSG00000199566",0,2,0,0,0
"ENSG00000199567",0,0,0,0,0
"ENSG00000199568",0,1,0,1,0
"ENSG00000199571",0,1,0,0,1
"ENSG00000199572",0,0,0,0,0
"ENSG00000199577",0,0,0,0,2
"ENSG00000199591",0,0,0,0,0
"ENSG00000199592",0,0,0,0,0
"ENSG00000199594",0,0,0,0,0
"ENSG00000199598",0,0,0,0,0
"ENSG00000199603",0,0,0,2,0
"ENSG00000199609",0,0,0,0,0
"ENSG00000199627",1,0,0,0,0
"ENSG00000199630",0,0,0,0,0
"ENSG00000199635",0,0,0,0,0
"ENSG00000199636",0,0,0,0,0
"ENSG00000199638",0,1,0,0,0
"ENSG00000199643",2,5,5,0,1
"ENSG00000199664",0,0,0,0,0
"ENSG00000199667",0,0,0,0,0
"ENSG00000199668",0,0,0,0,0
"ENSG00000199672",0,0,0,0,0
"ENSG00000199674",0,0,0,0,0
"ENSG00000199676",0,0,1,1,1
"ENSG00000199678",0,0,0,0,0
"ENSG00000199683",0,0,1,0,1
"ENSG00000199687",0,0,0,0,0
"ENSG00000199691",4,4,2,0,2
"ENSG00000199695",0,3,0,1,0
"ENSG00000199697",0,0,0,0,0
"ENSG00000199700",0,0,0,0,0
"ENSG00000199705",0,0,0,0,0
"ENSG00000199709",0,0,0,0,1
"ENSG00000199710",0,0,0,0,0
"ENSG00000199711",0,0,0,0,0
"ENSG00000199715",0,0,0,0,0
"ENSG00000199716",4,0,0,0,0
"ENSG00000199719",0,0,0,0,0
"ENSG00000199730",0,0,0,0,0
"ENSG00000199731",0,3,0,0,0
"ENSG00000199732",0,0,0,0,0
"ENSG00000199733",0,1,0,0,0
"ENSG00000199739",0,0,0,0,0
"ENSG00000199740",0,0,0,0,0
"ENSG00000199751",2,1,0,0,1
"ENSG00000199753",17,4,11,8,13
"ENSG00000199755",0,0,0,0,0
"ENSG00000199762",0,0,0,0,0
"ENSG00000199781",0,0,0,0,0
"ENSG00000199787",0,0,0,0,0
"ENSG00000199791",0,0,0,0,0
"ENSG00000199797",0,0,0,0,0
"ENSG00000199804",14,17,17,18,20
"ENSG00000199805",0,0,1,0,0
"ENSG00000199815",0,0,0,0,0
"ENSG00000199824",1,1,1,0,0
"ENSG00000199827",0,0,0,0,0
"ENSG00000199832",0,0,0,0,0
"ENSG00000199837",0,0,0,0,0
"ENSG00000199846",0,0,0,0,0
"ENSG00000199849",0,0,0,0,0
"ENSG00000199851",0,0,0,0,0
"ENSG00000199858",0,0,0,0,0
"ENSG00000199865",0,0,0,0,0
"ENSG00000199866",0,0,0,0,0
"ENSG00000199867",0,0,0,0,0
"ENSG00000199872",0,0,0,0,0
"ENSG00000199874",0,0,0,0,0
"ENSG00000199875",0,0,0,0,0
"ENSG00000199879",0,1,1,0,0
"ENSG00000199883",0,0,0,0,0
"ENSG00000199886",0,0,0,0,0
"ENSG00000199890",1,0,0,1,1
"ENSG00000199892",0,0,0,0,0
"ENSG00000199895",0,0,0,0,0
"ENSG00000199899",0,0,0,0,0
"ENSG00000199906",10,5,7,8,11
"ENSG00000199933",2,0,2,0,0
"ENSG00000199934",0,0,0,0,0
"ENSG00000199938",0,0,0,0,0
"ENSG00000199940",0,0,0,0,0
"ENSG00000199944",0,0,0,0,0
"ENSG00000199953",0,0,0,0,0
"ENSG00000199961",0,0,0,0,0
"ENSG00000199963",0,0,0,0,0
"ENSG00000199975",1,0,1,0,0
"ENSG00000199977",0,0,0,0,0
"ENSG00000199979",0,0,0,0,0
"ENSG00000199980",0,0,0,0,0
"ENSG00000199990",0,0,0,1,0
"ENSG00000199994",0,0,0,0,0
"ENSG00000200003",0,0,0,0,0
"ENSG00000200013",0,3,1,0,0
"ENSG00000200021",0,0,0,0,0
"ENSG00000200026",0,0,0,0,0
"ENSG00000200033",0,2,3,3,2
"ENSG00000200034",0,0,0,0,0
"ENSG00000200036",0,0,0,0,0
"ENSG00000200041",0,3,1,2,0
"ENSG00000200042",0,0,0,0,0
"ENSG00000200049",0,0,0,0,0
"ENSG00000200051",0,0,0,0,0
"ENSG00000200057",0,0,0,0,0
"ENSG00000200058",1,0,0,0,0
"ENSG00000200059",0,1,0,1,0
"ENSG00000200060",0,0,0,0,0
"ENSG00000200063",0,2,1,1,0
"ENSG00000200065",0,0,0,0,0
"ENSG00000200070",0,0,0,0,0
"ENSG00000200075",0,0,2,0,0
"ENSG00000200085",0,0,0,0,0
"ENSG00000200086",0,0,0,0,0
"ENSG00000200087",4,4,4,4,2
"ENSG00000200090",1,4,2,3,5
"ENSG00000200091",0,0,0,0,0
"ENSG00000200095",0,1,2,0,3
"ENSG00000200097",0,0,0,0,0
"ENSG00000200102",0,0,0,0,0
"ENSG00000200113",0,0,0,0,0
"ENSG00000200114",0,0,0,0,0
"ENSG00000200115",0,1,2,0,0
"ENSG00000200120",0,0,0,0,0
"ENSG00000200127",4,8,2,2,5
"ENSG00000200135",1,0,2,0,2
"ENSG00000200138",0,1,1,0,0
"ENSG00000200141",0,0,0,1,0
"ENSG00000200142",0,0,1,0,0
"ENSG00000200152",4,0,1,1,2
"ENSG00000200153",0,0,0,0,0
"ENSG00000200156",0,3,0,0,0
"ENSG00000200164",0,0,0,0,0
"ENSG00000200169",0,0,0,0,0
"ENSG00000200170",6,7,5,4,9
"ENSG00000200175",0,0,0,0,1
"ENSG00000200179",0,0,0,0,0
"ENSG00000200181",0,0,0,0,2
"ENSG00000200183",0,0,0,0,1
"ENSG00000200198",0,0,0,0,1
"ENSG00000200201",0,1,0,0,0
"ENSG00000200204",3,0,1,1,0
"ENSG00000200209",1,0,1,0,0
"ENSG00000200218",0,0,0,0,0
"ENSG00000200220",0,0,0,0,0
"ENSG00000200224",0,0,0,0,0
"ENSG00000200225",0,0,0,0,1
"ENSG00000200227",0,0,0,0,0
"ENSG00000200235",0,2,5,0,5
"ENSG00000200237",0,0,0,0,0
"ENSG00000200241",0,0,0,0,0
"ENSG00000200243",0,0,0,0,0
"ENSG00000200247",0,0,0,0,0
"ENSG00000200250",0,0,0,0,0
"ENSG00000200252",0,0,0,0,0
"ENSG00000200253",1,1,0,1,0
"ENSG00000200256",0,0,0,0,0
"ENSG00000200257",2,3,1,1,0
"ENSG00000200261",0,0,0,0,0
"ENSG00000200269",0,0,0,0,0
"ENSG00000200274",1,0,0,0,0
"ENSG00000200275",0,1,0,0,0
"ENSG00000200291",0,0,0,0,1
"ENSG00000200293",1,1,0,0,0
"ENSG00000200294",0,0,0,0,0
"ENSG00000200301",0,1,0,0,1
"ENSG00000200303",0,0,0,0,0
"ENSG00000200304",0,0,0,0,0
"ENSG00000200309",0,0,0,0,0
"ENSG00000200312",0,0,0,0,0
"ENSG00000200314",0,2,0,0,0
"ENSG00000200325",0,0,0,0,0
"ENSG00000200332",0,0,0,0,0
"ENSG00000200344",2,1,3,1,3
"ENSG00000200345",0,0,0,0,0
"ENSG00000200350",0,0,0,0,0
"ENSG00000200351",0,0,0,0,0
"ENSG00000200354",0,0,0,0,0
"ENSG00000200355",0,0,0,0,0
"ENSG00000200356",0,3,1,0,2
"ENSG00000200360",0,0,1,0,0
"ENSG00000200372",0,0,0,0,0
"ENSG00000200376",1,0,0,0,1
"ENSG00000200377",0,0,0,0,0
"ENSG00000200378",0,0,0,0,0
"ENSG00000200389",0,0,0,0,0
"ENSG00000200391",0,0,0,0,0
"ENSG00000200394",0,0,0,0,0
"ENSG00000200397",0,3,1,0,0
"ENSG00000200403",0,0,1,1,0
"ENSG00000200408",0,0,0,0,0
"ENSG00000200419",0,0,0,0,0
"ENSG00000200422",0,0,0,0,0
"ENSG00000200428",0,1,1,2,0
"ENSG00000200446",0,0,0,0,0
"ENSG00000200448",0,0,0,0,0
"ENSG00000200455",0,0,0,0,0
"ENSG00000200473",1,0,0,0,0
"ENSG00000200483",0,2,0,0,0
"ENSG00000200485",0,0,0,0,0
"ENSG00000200488",0,0,0,0,0
"ENSG00000200495",0,0,0,0,0
"ENSG00000200496",0,0,0,0,0
"ENSG00000200502",0,2,0,1,0
"ENSG00000200506",0,0,0,0,0
"ENSG00000200520",0,0,0,0,0
"ENSG00000200522",0,0,0,0,0
"ENSG00000200525",0,0,0,0,0
"ENSG00000200534",6,11,8,6,12
"ENSG00000200536",0,0,0,0,1
"ENSG00000200537",0,0,2,1,0
"ENSG00000200538",1,0,0,0,0
"ENSG00000200544",0,0,0,0,0
"ENSG00000200547",0,0,0,0,0
"ENSG00000200550",1,1,0,0,0
"ENSG00000200554",1,0,0,0,0
"ENSG00000200555",0,0,0,0,0
"ENSG00000200560",0,0,0,0,0
"ENSG00000200563",0,0,0,0,0
"ENSG00000200571",0,0,0,0,0
"ENSG00000200579",0,1,0,0,6
"ENSG00000200591",0,0,0,0,0
"ENSG00000200594",0,1,0,0,0
"ENSG00000200597",0,0,0,0,1
"ENSG00000200605",0,0,0,0,0
"ENSG00000200619",0,0,0,0,0
"ENSG00000200620",0,1,0,0,1
"ENSG00000200629",0,1,0,0,0
"ENSG00000200637",0,0,0,0,0
"ENSG00000200648",2,6,1,0,1
"ENSG00000200649",0,0,0,0,0
"ENSG00000200651",3,0,2,1,3
"ENSG00000200652",0,0,0,0,0
"ENSG00000200658",0,0,0,0,0
"ENSG00000200661",0,0,0,0,0
"ENSG00000200670",0,0,0,0,0
"ENSG00000200674",0,2,0,1,3
"ENSG00000200677",0,0,0,0,0
"ENSG00000200681",0,0,0,0,0
"ENSG00000200683",0,0,0,0,0
"ENSG00000200685",0,0,0,0,0
"ENSG00000200688",0,0,0,0,0
"ENSG00000200693",0,4,5,4,5
"ENSG00000200701",0,0,0,0,0
"ENSG00000200706",0,0,0,0,0
"ENSG00000200711",0,0,0,0,0
"ENSG00000200713",0,0,0,0,0
"ENSG00000200714",5,3,8,2,4
"ENSG00000200719",0,1,0,0,0
"ENSG00000200731",0,0,0,0,0
"ENSG00000200732",0,0,0,0,0
"ENSG00000200735",0,0,0,0,0
"ENSG00000200737",0,5,4,4,3
"ENSG00000200742",0,1,0,0,0
"ENSG00000200750",0,0,0,0,0
"ENSG00000200755",0,0,0,0,0
"ENSG00000200759",0,2,1,0,1
"ENSG00000200764",0,0,0,0,0
"ENSG00000200769",1,0,2,0,1
"ENSG00000200783",0,0,0,0,0
"ENSG00000200785",0,0,0,0,0
"ENSG00000200788",1,1,1,0,4
"ENSG00000200792",0,0,0,0,0
"ENSG00000200795",0,0,1,0,0
"ENSG00000200799",0,0,0,0,0
"ENSG00000200807",0,0,0,0,0
"ENSG00000200814",1,4,3,5,1
"ENSG00000200815",1,0,0,0,0
"ENSG00000200816",0,0,0,3,0
"ENSG00000200817",0,0,0,0,0
"ENSG00000200829",0,0,0,0,0
"ENSG00000200830",0,1,0,0,0
"ENSG00000200834",0,1,2,0,0
"ENSG00000200840",0,0,1,0,0
"ENSG00000200842",0,0,0,0,0
"ENSG00000200843",0,0,0,0,0
"ENSG00000200847",0,0,0,1,1
"ENSG00000200855",0,0,0,0,0
"ENSG00000200871",0,1,0,0,0
"ENSG00000200873",0,0,0,0,0
"ENSG00000200874",0,0,0,0,0
"ENSG00000200875",0,0,0,0,0
"ENSG00000200879",2,2,4,0,4
"ENSG00000200882",0,0,0,0,0
"ENSG00000200883",0,0,0,0,0
"ENSG00000200884",0,0,0,0,0
"ENSG00000200885",0,0,0,0,0
"ENSG00000200888",0,0,0,0,0
"ENSG00000200891",0,0,0,0,0
"ENSG00000200893",0,0,0,0,0
"ENSG00000200897",0,0,0,0,0
"ENSG00000200903",0,0,0,0,0
"ENSG00000200906",0,0,0,0,0
"ENSG00000200913",1,1,3,4,4
"ENSG00000200914",0,0,0,0,0
"ENSG00000200917",0,0,0,0,0
"ENSG00000200922",0,0,0,0,0
"ENSG00000200924",0,0,0,0,0
"ENSG00000200926",0,0,0,0,0
"ENSG00000200942",0,0,0,0,0
"ENSG00000200953",2,1,4,3,1
"ENSG00000200959",0,0,0,0,0
"ENSG00000200966",0,0,0,0,0
"ENSG00000200974",0,0,0,0,0
"ENSG00000200976",0,0,0,0,0
"ENSG00000200980",0,0,0,0,0
"ENSG00000200985",0,0,0,0,1
"ENSG00000200998",0,0,0,0,0
"ENSG00000200999",0,0,0,0,0
"ENSG00000201003",0,0,0,0,0
"ENSG00000201012",0,0,0,0,0
"ENSG00000201013",0,0,0,0,0
"ENSG00000201021",0,0,0,0,0
"ENSG00000201025",0,0,0,0,0
"ENSG00000201027",0,0,0,0,0
"ENSG00000201028",0,1,0,0,1
"ENSG00000201034",0,1,0,0,0
"ENSG00000201041",1,0,0,0,0
"ENSG00000201044",0,0,1,0,0
"ENSG00000201047",0,0,0,0,0
"ENSG00000201048",0,0,0,0,0
"ENSG00000201071",0,0,0,0,0
"ENSG00000201076",0,0,0,0,0
"ENSG00000201077",0,0,0,0,0
"ENSG00000201078",0,0,0,0,0
"ENSG00000201080",0,2,1,0,0
"ENSG00000201086",0,0,0,0,0
"ENSG00000201096",0,0,0,0,0
"ENSG00000201098",0,0,0,0,0
"ENSG00000201102",0,0,0,0,0
"ENSG00000201109",0,0,0,0,0
"ENSG00000201113",0,0,0,0,0
"ENSG00000201114",0,0,0,0,0
"ENSG00000201118",0,0,0,0,0
"ENSG00000201121",0,0,0,0,0
"ENSG00000201126",0,0,0,0,0
"ENSG00000201129",0,0,0,0,0
"ENSG00000201134",0,0,0,0,0
"ENSG00000201135",0,0,0,0,0
"ENSG00000201136",0,2,2,0,0
"ENSG00000201138",1,0,0,0,0
"ENSG00000201142",0,2,1,0,0
"ENSG00000201151",4,9,4,6,4
"ENSG00000201160",0,0,0,0,0
"ENSG00000201164",0,0,0,0,1
"ENSG00000201170",0,0,0,0,0
"ENSG00000201176",0,0,0,4,0
"ENSG00000201178",0,0,0,0,0
"ENSG00000201179",0,0,0,0,1
"ENSG00000201182",0,0,0,0,0
"ENSG00000201183",0,0,0,0,0
"ENSG00000201184",0,0,0,0,1
"ENSG00000201185",0,0,1,2,1
"ENSG00000201186",0,0,0,0,0
"ENSG00000201198",0,0,0,0,1
"ENSG00000201201",0,0,0,0,0
"ENSG00000201207",2,3,8,7,4
"ENSG00000201208",0,2,0,1,4
"ENSG00000201217",0,0,0,0,0
"ENSG00000201221",0,0,0,0,0
"ENSG00000201223",0,0,0,0,0
"ENSG00000201227",0,0,0,0,0
"ENSG00000201229",0,0,0,0,0
"ENSG00000201231",0,0,0,0,0
"ENSG00000201239",0,1,1,0,0
"ENSG00000201264",0,2,0,0,0
"ENSG00000201271",0,0,0,0,0
"ENSG00000201279",0,0,0,0,0
"ENSG00000201298",0,0,0,0,0
"ENSG00000201302",10,6,5,6,6
"ENSG00000201308",0,0,0,0,0
"ENSG00000201317",0,0,0,0,0
"ENSG00000201340",0,1,0,0,0
"ENSG00000201341",0,0,0,0,0
"ENSG00000201342",0,0,0,0,0
"ENSG00000201343",0,0,0,0,0
"ENSG00000201346",0,0,0,0,0
"ENSG00000201347",0,0,0,0,0
"ENSG00000201351",0,0,0,0,0
"ENSG00000201358",0,0,1,0,0
"ENSG00000201365",0,0,0,0,0
"ENSG00000201367",0,0,0,0,0
"ENSG00000201370",0,0,0,0,0
"ENSG00000201371",0,0,0,0,0
"ENSG00000201372",0,0,0,0,0
"ENSG00000201376",0,0,0,0,0
"ENSG00000201378",0,0,0,0,0
"ENSG00000201382",0,0,0,0,0
"ENSG00000201384",0,0,0,0,0
"ENSG00000201386",0,0,0,0,0
"ENSG00000201388",1,2,0,0,0
"ENSG00000201390",0,0,0,0,0
"ENSG00000201413",0,0,0,0,0
"ENSG00000201415",0,0,0,0,0
"ENSG00000201420",0,0,0,0,0
"ENSG00000201421",0,0,0,0,0
"ENSG00000201423",0,0,1,0,0
"ENSG00000201426",0,0,0,0,0
"ENSG00000201428",2,0,0,3,0
"ENSG00000201432",0,0,0,0,0
"ENSG00000201433",0,0,0,0,0
"ENSG00000201435",0,0,0,0,0
"ENSG00000201436",0,0,0,0,0
"ENSG00000201440",0,0,0,0,0
"ENSG00000201441",3,4,0,0,0
"ENSG00000201442",0,0,0,0,0
"ENSG00000201444",0,0,0,0,0
"ENSG00000201448",0,0,0,0,0
"ENSG00000201451",1,2,0,1,6
"ENSG00000201457",0,3,2,5,2
"ENSG00000201458",0,0,0,0,0
"ENSG00000201466",0,0,0,0,0
"ENSG00000201467",0,0,0,0,0
"ENSG00000201469",0,0,0,0,0
"ENSG00000201470",0,0,1,0,0
"ENSG00000201483",0,0,0,0,0
"ENSG00000201489",0,0,0,0,0
"ENSG00000201492",2,3,1,0,1
"ENSG00000201496",0,1,0,0,0
"ENSG00000201498",0,0,0,0,0
"ENSG00000201499",1,3,1,0,1
"ENSG00000201501",0,0,0,0,0
"ENSG00000201509",11,10,6,3,8
"ENSG00000201510",0,0,0,0,0
"ENSG00000201511",0,0,0,0,0
"ENSG00000201512",2,1,0,0,4
"ENSG00000201519",2,0,0,0,0
"ENSG00000201524",0,0,0,0,0
"ENSG00000201529",0,0,0,0,0
"ENSG00000201532",0,0,0,0,0
"ENSG00000201533",0,1,0,0,0
"ENSG00000201535",0,0,0,0,0
"ENSG00000201542",0,0,0,0,0
"ENSG00000201544",0,2,6,4,0
"ENSG00000201545",0,0,0,0,0
"ENSG00000201547",0,1,0,0,0
"ENSG00000201554",0,0,0,0,0
"ENSG00000201555",4,1,3,3,1
"ENSG00000201558",0,0,0,0,0
"ENSG00000201563",0,0,0,0,0
"ENSG00000201564",0,0,2,0,0
"ENSG00000201565",0,0,0,0,0
"ENSG00000201566",0,0,0,3,0
"ENSG00000201573",0,0,0,0,0
"ENSG00000201579",0,0,0,0,0
"ENSG00000201581",0,4,0,0,0
"ENSG00000201586",0,0,0,0,0
"ENSG00000201592",0,0,0,0,0
"ENSG00000201595",0,1,0,1,0
"ENSG00000201608",0,0,0,0,0
"ENSG00000201609",0,0,0,0,0
"ENSG00000201614",2,1,0,0,2
"ENSG00000201616",0,1,0,3,0
"ENSG00000201619",0,0,0,0,0
"ENSG00000201624",0,0,0,0,0
"ENSG00000201635",0,0,0,3,0
"ENSG00000201641",0,0,0,3,0
"ENSG00000201643",0,0,0,0,0
"ENSG00000201649",0,0,0,0,0
"ENSG00000201654",0,0,0,0,0
"ENSG00000201659",0,0,1,1,1
"ENSG00000201662",0,0,0,0,0
"ENSG00000201663",0,1,0,0,1
"ENSG00000201671",0,0,0,0,0
"ENSG00000201674",0,0,0,0,0
"ENSG00000201678",3,11,16,9,11
"ENSG00000201680",1,1,0,0,0
"ENSG00000201683",0,0,0,0,0
"ENSG00000201684",0,1,2,0,1
"ENSG00000201687",0,0,0,0,0
"ENSG00000201695",0,0,0,0,0
"ENSG00000201699",1,1,0,0,3
"ENSG00000201709",1,0,0,0,0
"ENSG00000201715",0,0,0,0,0
"ENSG00000201724",0,0,1,0,0
"ENSG00000201725",0,2,1,0,0
"ENSG00000201728",0,0,0,0,0
"ENSG00000201733",0,0,0,0,0
"ENSG00000201746",0,0,2,0,0
"ENSG00000201747",0,0,0,0,0
"ENSG00000201749",0,0,0,0,0
"ENSG00000201758",0,0,0,0,0
"ENSG00000201770",0,0,0,0,0
"ENSG00000201772",14,16,19,5,18
"ENSG00000201775",0,0,0,0,0
"ENSG00000201780",0,0,1,0,0
"ENSG00000201785",0,1,1,0,3
"ENSG00000201791",0,0,0,0,0
"ENSG00000201793",0,2,0,0,4
"ENSG00000201794",0,0,1,2,0
"ENSG00000201800",0,0,0,0,0
"ENSG00000201801",0,0,0,0,0
"ENSG00000201805",0,0,0,0,0
"ENSG00000201806",0,0,0,2,0
"ENSG00000201807",0,0,0,0,0
"ENSG00000201811",0,0,0,0,0
"ENSG00000201813",0,1,1,0,0
"ENSG00000201815",0,0,0,0,0
"ENSG00000201818",0,2,2,0,0
"ENSG00000201820",3,0,0,0,0
"ENSG00000201821",0,0,0,0,0
"ENSG00000201823",0,0,0,2,0
"ENSG00000201825",0,0,0,0,0
"ENSG00000201827",0,0,0,0,0
"ENSG00000201830",0,0,0,0,0
"ENSG00000201850",0,0,0,0,0
"ENSG00000201862",2,2,0,0,0
"ENSG00000201863",0,0,0,0,0
"ENSG00000201868",0,0,0,0,0
"ENSG00000201876",0,0,0,0,0
"ENSG00000201882",1,0,0,0,0
"ENSG00000201884",0,0,0,0,0
"ENSG00000201896",0,0,0,0,0
"ENSG00000201898",0,0,0,0,0
"ENSG00000201900",0,1,2,0,0
"ENSG00000201913",0,0,0,0,0
"ENSG00000201916",1,2,2,0,1
"ENSG00000201931",0,0,0,0,0
"ENSG00000201942",0,0,0,0,0
"ENSG00000201944",0,0,0,0,0
"ENSG00000201945",0,0,0,0,0
"ENSG00000201950",0,0,0,0,0
"ENSG00000201955",0,0,0,0,1
"ENSG00000201957",0,0,0,0,0
"ENSG00000201967",0,0,0,0,0
"ENSG00000201988",3,5,4,2,0
"ENSG00000201990",0,0,0,0,0
"ENSG00000201998",0,0,0,0,0
"ENSG00000202000",0,0,0,0,0
"ENSG00000202001",0,0,0,0,0
"ENSG00000202008",0,0,0,0,0
"ENSG00000202014",0,0,0,0,0
"ENSG00000202019",2,3,2,2,0
"ENSG00000202021",0,0,0,0,0
"ENSG00000202044",0,0,0,0,0
"ENSG00000202046",0,0,0,0,0
"ENSG00000202047",0,0,0,0,0
"ENSG00000202054",0,1,0,0,0
"ENSG00000202056",0,0,0,0,0
"ENSG00000202058",7,9,3,4,3
"ENSG00000202059",0,0,1,0,0
"ENSG00000202077",1,0,0,0,0
"ENSG00000202078",0,2,2,2,2
"ENSG00000202079",1,0,0,0,2
"ENSG00000202081",1,4,2,0,1
"ENSG00000202089",0,0,0,1,0
"ENSG00000202099",0,0,0,0,0
"ENSG00000202100",0,0,0,0,0
"ENSG00000202107",0,0,0,0,0
"ENSG00000202124",0,0,0,0,0
"ENSG00000202125",0,0,1,0,0
"ENSG00000202129",0,0,0,0,0
"ENSG00000202142",0,0,0,0,0
"ENSG00000202146",0,0,0,0,1
"ENSG00000202147",0,0,1,0,0
"ENSG00000202150",0,3,0,0,1
"ENSG00000202159",0,0,0,0,0
"ENSG00000202175",0,0,0,0,0
"ENSG00000202177",0,0,0,0,0
"ENSG00000202182",0,0,0,0,0
"ENSG00000202184",0,0,0,0,0
"ENSG00000202193",2,0,0,1,0
"ENSG00000202198",32,33,38,37,37
"ENSG00000202205",0,0,0,0,0
"ENSG00000202211",0,0,0,0,0
"ENSG00000202215",0,0,0,0,0
"ENSG00000202216",0,0,0,0,0
"ENSG00000202217",0,0,0,0,0
"ENSG00000202220",1,1,0,0,1
"ENSG00000202222",0,1,0,0,0
"ENSG00000202225",0,0,0,0,0
"ENSG00000202227",0,1,0,1,0
"ENSG00000202237",0,0,0,0,0
"ENSG00000202239",0,0,0,0,0
"ENSG00000202240",0,0,0,0,0
"ENSG00000202250",0,0,0,0,0
"ENSG00000202251",0,0,0,0,0
"ENSG00000202255",0,0,1,2,0
"ENSG00000202259",0,0,0,0,0
"ENSG00000202260",0,0,1,0,0
"ENSG00000202264",0,0,0,0,0
"ENSG00000202268",0,0,0,0,0
"ENSG00000202272",0,0,0,0,0
"ENSG00000202279",0,0,0,0,0
"ENSG00000202290",0,1,0,0,1
"ENSG00000202297",0,0,0,0,0
"ENSG00000202309",0,0,0,0,0
"ENSG00000202314",3,5,7,9,5
"ENSG00000202317",0,0,0,0,0
"ENSG00000202318",0,0,0,0,0
"ENSG00000202322",0,0,0,0,0
"ENSG00000202336",0,0,0,0,0
"ENSG00000202337",0,0,0,0,0
"ENSG00000202341",0,0,0,0,0
"ENSG00000202343",0,1,0,0,0
"ENSG00000202347",0,0,0,0,0
"ENSG00000202354",0,0,0,0,1
"ENSG00000202358",0,0,0,0,0
"ENSG00000202360",0,0,0,0,0
"ENSG00000202368",0,0,0,0,0
"ENSG00000202374",0,0,0,1,0
"ENSG00000202379",0,0,0,0,0
"ENSG00000202382",0,1,1,1,0
"ENSG00000202385",0,0,0,0,0
"ENSG00000202388",0,0,0,0,0
"ENSG00000202392",0,2,0,0,1
"ENSG00000202395",0,1,2,0,6
"ENSG00000202398",0,0,0,0,0
"ENSG00000202399",0,0,0,0,0
"ENSG00000202400",0,0,0,0,0
"ENSG00000202408",0,1,0,1,0
"ENSG00000202412",0,0,0,0,0
"ENSG00000202414",0,0,0,0,1
"ENSG00000202415",1,1,4,0,1
"ENSG00000202417",0,0,0,0,0
"ENSG00000202422",0,0,0,0,0
"ENSG00000202428",0,0,0,0,0
"ENSG00000202429",0,1,0,0,0
"ENSG00000202430",0,0,0,0,0
"ENSG00000202434",0,0,0,0,0
"ENSG00000202441",6,8,12,11,12
"ENSG00000202459",0,1,0,0,0
"ENSG00000202461",1,3,3,5,5
"ENSG00000202469",0,0,0,0,0
"ENSG00000202470",0,0,0,0,0
"ENSG00000202472",0,1,0,0,0
"ENSG00000202474",9,9,2,3,0
"ENSG00000202485",0,0,0,0,0
"ENSG00000202490",0,0,0,0,0
"ENSG00000202495",0,0,0,0,0
"ENSG00000202496",2,0,2,1,1
"ENSG00000202497",0,0,0,0,0
"ENSG00000202502",0,1,0,0,0
"ENSG00000202512",0,1,0,0,1
"ENSG00000202513",0,0,0,0,0
"ENSG00000202514",0,0,0,0,0
"ENSG00000202515",0,0,0,0,0
"ENSG00000202517",2,0,0,0,0
"ENSG00000202522",1,2,0,0,0
"ENSG00000202523",0,0,0,0,0
"ENSG00000202528",0,0,0,0,0
"ENSG00000202533",14,25,32,19,23
"ENSG00000202534",0,0,1,0,0
"ENSG00000202538",0,0,1,0,0
"ENSG00000202542",0,0,0,1,0
"ENSG00000202566",1,0,0,0,1
"ENSG00000202569",0,0,0,0,0
"ENSG00000203258",0,0,0,0,0
"ENSG00000203260",1,2,2,1,0
"ENSG00000203262",0,0,0,0,0
"ENSG00000203266",0,0,0,0,0
"ENSG00000203276",9,19,29,9,23
"ENSG00000203279",1,0,0,0,0
"ENSG00000203280",0,2,1,0,0
"ENSG00000203281",0,1,0,0,0
"ENSG00000203284",0,0,0,0,0
"ENSG00000203285",0,1,1,0,0
"ENSG00000203286",0,0,0,0,1
"ENSG00000203288",0,5,3,1,5
"ENSG00000203301",1,4,1,1,1
"ENSG00000203306",148,192,148,107,99
"ENSG00000203307",0,0,0,0,0
"ENSG00000203314",0,0,0,0,0
"ENSG00000203315",4,7,6,0,4
"ENSG00000203316",0,0,0,0,0
"ENSG00000203318",0,0,0,0,0
"ENSG00000203321",0,0,0,0,1
"ENSG00000203325",0,4,0,0,2
"ENSG00000203326",58,81,70,46,52
"ENSG00000203327",2,1,0,1,1
"ENSG00000203334",0,0,0,0,0
"ENSG00000203344",0,0,0,0,0
"ENSG00000203346",0,1,0,0,1
"ENSG00000203356",3,3,0,0,0
"ENSG00000203362",1,5,2,3,2
"ENSG00000203363",3,7,1,6,5
"ENSG00000203364",0,0,0,0,0
